Country,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Congo, Rep.",1126584.0,1157905.0,1190402.0,1224134.0,1259319.0,1296244.0,1335088.0,1375987.0,1418826.0,1463231.0,1508675.0,1554793.0,1601410.0,1648671.0,1696922.0,1746676.0,1798285.0,1851889.0,1907330.0,1964298.0,2022343.0,2081152.0,2140687.0,2201097.0,2262489.0,2325035.0,2388902.0,2453938.0,2520196.0,2588270.0,2658948.0,2732706.0,2810118.0,2890841.0,2973329.0,3055437.0,3135773.0,3213330.0,3288923.0,3365171.0,3445765.0,3533177.0,3628561.0,3730612.0,3836339.0,3941454.0,4042899.0,4139748.0,4233063.0,4324199.0
Cook Islands,18700.0,18970.0,19410.0,19979.0,20584.0,21091.0,21406.0,21507.0,21423.0,21177.0,20808.0,20356.0,19812.0,19185.0,18552.0,18010.0,17627.0,17441.0,17429.0,17531.0,17652.0,17725.0,17726.0,17678.0,17613.0,17580.0,17614.0,17730.0,17909.0,18105.0,18252.0,18307.0,18246.0,18095.0,17919.0,17808.0,17830.0,18007.0,18311.0,18693.0,19075.0,19402.0,19659.0,19861.0,20019.0,20156.0,20288.0,20414.0,20528.0,20635.0
Costa Rica,1532386.0,1582482.0,1631723.0,1680257.0,1727922.0,1774614.0,1820379.0,1865039.0,1908913.0,1953184.0,1999429.0,2048812.0,2101762.0,2158073.0,2217457.0,2279362.0,2343345.0,2409385.0,2477549.0,2547555.0,2619058.0,2691778.0,2765657.0,2840660.0,2916566.0,2993136.0,3070240.0,3147451.0,3224849.0,3303412.0,3384498.0,3468918.0,3557095.0,3648263.0,3740578.0,3831504.0,3919180.0,4002946.0,4083197.0,4160438.0,4235605.0,4309413.0,4381820.0,4452608.0,4522124.0,4590790.0,4658887.0,4726575.0,4793725.0,4859957.0
Cote d'Ivoire,4251345.0,4423736.0,4602382.0,4788525.0,4984378.0,5192919.0,5416416.0,5655462.0,5909848.0,6180001.0,6466158.0,6768313.0,7086257.0,7419474.0,7767109.0,8128032.0,8500985.0,8885888.0,9281593.0,9684478.0,10089976.0,10494827.0,10896269.0,11294791.0,11694318.0,12100741.0,12517730.0,12945880.0,13381799.0,13820229.0,14253952.0,14677200.0,15089912.0,15492127.0,15878555.0,16242889.0,16581653.0,16892864.0,17180649.0,17455501.0,17731840.0,18020946.0,18325979.0,18646754.0,18987007.0,19350026.0,19737800.0,20152894.0,20594615.0,21057316.0
Croatia,4108808.0,4121599.0,4131926.0,4140383.0,4148285.0,4157459.0,4169217.0,4183960.0,4201302.0,4220795.0,4241669.0,4263294.0,4285523.0,4308344.0,4331398.0,4354275.0,4376608.0,4398610.0,4420169.0,4440263.0,4457579.0,4471404.0,4480137.0,4484450.0,4488560.0,4498278.0,4517200.0,4548076.0,4588173.0,4628968.0,4658613.0,4669001.0,4656706.0,4625390.0,4582742.0,4540042.0,4505533.0,4481620.0,4466013.0,4456587.0,4449522.0,4441986.0,4433791.0,4425995.0,4418387.0,4410864.0,4403330.0,4395560.0,4387376.0,4378806.0
Cuba,7777606.0,7941840.0,8099779.0,8252314.0,8401476.0,8550671.0,8701886.0,8855989.0,9010586.0,9160532.0,9298895.0,9420828.0,9525242.0,9614061.0,9689324.0,9754343.0,9812223.0,9862283.0,9905577.0,9949046.0,10001593.0,10069187.0,10155111.0,10256694.0,10366500.0,10473701.0,10570328.0,10654121.0,10727088.0,10790686.0,10847842.0,10900795.0,10949206.0,10992290.0,11031429.0,11068382.0,11104313.0,11140168.0,11175434.0,11208029.0,11234970.0,11254242.0,11265124.0,11268687.0,11266905.0,11262628.0,11257979.0,11253665.0,11249266.0,11244424.0
Cyprus,578710.0,581056.0,585400.0,591398.0,598592.0,606224.0,613735.0,620987.0,628140.0,635261.0,642496.0,649918.0,657685.0,665676.0,673386.0,680130.0,685510.0,689265.0,691792.0,694146.0,697782.0,703752.0,712396.0,723434.0,736531.0,751100.0,766663.0,783189.0,800707.0,818858.0,837205.0,855424.0,873277.0,890758.0,908059.0,925504.0,943294.0,961482.0,979874.0,998134.0,1015806.0,1032562.0,1048272.0,1063027.0,1077001.0,1090473.0,1103647.0,1116564.0,1129166.0,1141453.0
Czech Rep.,9661235.0,9686318.0,9707426.0,9725518.0,9743100.0,9763422.0,9788863.0,9819749.0,9855516.0,9896416.0,9942472.0,9993206.0,10049465.0,10110020.0,10169747.0,10221861.0,10261606.0,10286947.0,10299490.0,10302679.0,10301798.0,10300844.0,10300475.0,10299854.0,10299711.0,10300582.0,10302718.0,10307130.0,10313662.0,10319923.0,10322561.0,10319337.0,10310016.0,10295984.0,10278707.0,10260335.0,10242890.0,10225701.0,10209500.0,10199327.0,10201665.0,10220638.0,10258796.0,10313525.0,10377359.0,10439735.0,10492960.0,10534293.0,10565678.0,10589806.0
Denmark,4722383.0,4759095.0,4794927.0,4829945.0,4863983.0,4896948.0,4928704.0,4959083.0,4987806.0,5014503.0,5038752.0,5060227.0,5079015.0,5095133.0,5108145.0,5117514.0,5123026.0,5124545.0,5122696.0,5118998.0,5115476.0,5113701.0,5114172.0,5116854.0,5122098.0,5130127.0,5141034.0,5155038.0,5172040.0,5191370.0,5212071.0,5233364.0,5255213.0,5277572.0,5299649.0,5320488.0,5339501.0,5356055.0,5370507.0,5384487.0,5400280.0,5419444.0,5442644.0,5469130.0,5497312.0,5524874.0,5550142.0,5572594.0,5592738.0,5611187.0
Djibouti,109222.0,116706.0,124688.0,133253.0,142320.0,151782.0,161622.0,171519.0,181622.0,192922.0,206763.0,223963.0,245326.0,270222.0,296307.0,320332.0,340133.0,354304.0,363940.0,372386.0,384409.0,403221.0,430367.0,464202.0,500876.0,534862.0,562290.0,581641.0,594437.0,603534.0,613219.0,626537.0,644434.0,665755.0,688940.0,711573.0,731930.0,749604.0,765283.0,779640.0,793738.0,808367.0,823682.0,839453.0,855636.0,872090.0,888716.0,905564.0,922708.0,940090.0
Dominica,63920.0,65037.0,66304.0,67681.0,69041.0,70212.0,71076.0,71567.0,71737.0,71745.0,71811.0,72092.0,72648.0,73412.0,74240.0,74922.0,75312.0,75374.0,75166.0,74747.0,74212.0,73637.0,73022.0,72365.0,71740.0,71240.0,70926.0,70842.0,70962.0,71181.0,71350.0,71364.0,71184.0,70846.0,70419.0,70003.0,69672.0,69447.0,69301.0,69200.0,69087.0,68925.0,68700.0,68434.0,68159.0,67922.0,67757.0,67675.0,67665.0,67702.0
Dominican Rep.,3772937.0,3893484.0,4015213.0,4137994.0,4261702.0,4386255.0,4511577.0,4637627.0,4764319.0,4891500.0,5019002.0,5146742.0,5274591.0,5402683.0,5531528.0,5661827.0,5794074.0,5928429.0,6064722.0,6202698.0,6341950.0,6482152.0,6623094.0,6764750.0,6907171.0,7050480.0,7194666.0,7339826.0,7485619.0,7631076.0,7774932.0,7916309.0,8054768.0,8190620.0,8324680.0,8458164.0,8591967.0,8726256.0,8860760.0,8995398.0,9129965.0,9264267.0,9398285.0,9531954.0,9664948.0,9796852.0,9927320.0,10056181.0,10183339.0,10308609.0
Ecuador,4994917.0,5146294.0,5302370.0,5463176.0,5628565.0,5798368.0,5972464.0,6150690.0,6333049.0,6519792.0,6711284.0,6907740.0,7109119.0,7315156.0,7525548.0,7739894.0,7957811.0,8178948.0,8403034.0,8629832.0,8859125.0,9090592.0,9323745.0,9557974.0,9792658.0,10027109.0,10260587.0,10493498.0,10725281.0,10953182.0,11173647.0,11384506.0,11584074.0,11774005.0,11959586.0,12148188.0,12345023.0,12552036.0,12767415.0,12987992.0,13208869.0,13426402.0,13639708.0,13849721.0,14056740.0,14261566.0,14464739.0,14666055.0,14864987.0,15061398.0
Egypt,30970067.0,31771227.0,32586961.0,33415926.0,34252634.0,35089893.0,35923283.0,36751162.0,37577248.0,38409289.0,39258086.0,40132189.0,41033408.0,41961731.0,42921556.0,43917526.0,44952497.0,46025305.0,47133557.0,48276547.0,49453054.0,50659625.0,51899728.0,53166492.0,54433720.0,55667119.0,56843275.0,57952386.0,59004372.0,60020423.0,61032081.0,62063810.0,63120498.0,64199588.0,65309201.0,66457136.0,67648419.0,68888032.0,70174632.0,71498433.0,72844998.0,74203215.0,75568453.0,76941572.0,78323298.0,79716203.0,81121077.0,82536770.0,83958369.0,85378440.0
El Salvador,3146076.0,3244774.0,3342957.0,3440705.0,3538389.0,3636782.0,3736311.0,3836884.0,3937757.0,4037935.0,4136133.0,4231358.0,4323383.0,4412237.0,4497535.0,4578922.0,4656263.0,4729467.0,4798918.0,4865611.0,4930893.0,4995888.0,5060307.0,5124240.0,5189565.0,5258654.0,5332842.0,5413269.0,5498489.0,5584047.0,5663820.0,5733401.0,5791403.0,5839103.0,5878097.0,5911094.0,5940305.0,5966027.0,5988233.0,6008523.0,6028792.0,6050513.0,6074487.0,6100868.0,6129628.0,6160423.0,6192993.0,6227491.0,6264129.0,6302723.0
Equatorial Guinea,264745.0,269429.0,275472.0,282446.0,288703.0,292015.0,290907.0,284913.0,274893.0,262377.0,249569.0,238240.0,228534.0,220448.0,215415.0,215116.0,220582.0,232676.0,250712.0,272217.0,293701.0,312634.0,328119.0,340825.0,351694.0,362325.0,373887.0,386536.0,399843.0,413730.0,428005.0,442527.0,457321.0,472486.0,488039.0,504001.0,520380.0,537195.0,554429.0,571999.0,589794.0,607739.0,625777.0,643936.0,662327.0,681115.0,700401.0,720213.0,740471.0,761050.0
Eritrea,1577613.0,1619301.0,1662247.0,1706539.0,1752123.0,1798934.0,1847000.0,1896028.0,1946213.0,1998632.0,2054727.0,2115400.0,2181178.0,2251397.0,2324290.0,2397387.0,2468902.0,2537333.0,2602966.0,2667868.0,2735121.0,2806456.0,2884388.0,2967048.0,3046674.0,3112654.0,3158295.0,3180430.0,3184019.0,3180541.0,3186063.0,3212503.0,3263016.0,3335157.0,3428264.0,3539885.0,3667576.0,3812473.0,3973973.0,4145500.0,4318343.0,4486155.0,4645837.0,4798561.0,4947521.0,5097998.0,5253676.0,5415280.0,5580862.0,5748304.0
Estonia,1275487.0,1290996.0,1306197.0,1321132.0,1335846.0,1350454.0,1365002.0,1379574.0,1394029.0,1407932.0,1420709.0,1431998.0,1441551.0,1449609.0,1456892.0,1464417.0,1472898.0,1482176.0,1491897.0,1502292.0,1513617.0,1525790.0,1539549.0,1554175.0,1566396.0,1571840.0,1567631.0,1552370.0,1527660.0,1497364.0,1467016.0,1440710.0,1419727.0,1403188.0,1390414.0,1379962.0,1370749.0,1362823.0,1356644.0,1351955.0,1348449.0,1345857.0,1344038.0,1342873.0,1342145.0,1341629.0,1341140.0,1340537.0,1339762.0,1338832.0
Ethiopia,24846785.0,25480202.0,26128435.0,26790992.0,27476546.0,28197484.0,28959382.0,29777985.0,30642920.0,31503206.0,32289683.0,32958964.0,33486288.0,33903618.0,34294030.0,34773640.0,35426282.0,36282554.0,37319328.0,38500829.0,39768079.0,41077517.0,42417873.0,43802479.0,45240322.0,46747612.0,48333261.0,49998845.0,51730288.0,53502211.0,55281054.0,57042197.0,58774378.0,60481739.0,62174171.0,63868806.0,65577897.0,67303731.0,69040669.0,70784012.0,72526620.0,74263861.0,75993403.0,77718436.0,79446419.0,81187751.0,82949541.0,84734262.0,86538534.0,88356373.0
Faeroe Islands,35985.0,36391.0,36820.0,37262.0,37707.0,38139.0,38547.0,38928.0,39288.0,39641.0,40008.0,40403.0,40829.0,41281.0,41757.0,42258.0,42779.0,43305.0,43831.0,44364.0,44920.0,45497.0,46133.0,46802.0,47370.0,47659.0,47558.0,46995.0,46050.0,44953.0,44022.0,43483.0,43416.0,43746.0,44358.0,45070.0,45743.0,46358.0,46944.0,47472.0,47915.0,48258.0,48475.0,48572.0,48597.0,48625.0,48708.0,48863.0,49075.0,49326.0
Falkland Islands (Malvinas),2089.0,2074.0,2058.0,2041.0,2024.0,2008.0,1991.0,1975.0,1960.0,1946.0,1932.0,1917.0,1903.0,1889.0,1877.0,1866.0,1856.0,1850.0,1846.0,1845.0,1849.0,1856.0,1867.0,1881.0,1905.0,1941.0,1993.0,2062.0,2144.0,2239.0,2338.0,2439.0,2541.0,2642.0,2737.0,2818.0,2881.0,2922.0,2942.0,2950.0,2953.0,2958.0,2967.0,2979.0,2993.0,3006.0,3017.0,3027.0,3036.0,3045.0
Fiji,450447.0,463885.0,476334.0,487922.0,498903.0,509680.0,520555.0,531631.0,542846.0,554147.0,565426.0,576634.0,587565.0,598298.0,609387.0,621579.0,635297.0,651006.0,668259.0,685461.0,700434.0,711703.0,718535.0,721637.0,722753.0,724404.0,728390.0,735262.0,744396.0,754981.0,765725.0,775651.0,784713.0,793165.0,800685.0,806927.0,811718.0,814780.0,816336.0,817339.0,819102.0,822553.0,828046.0,835267.0,843651.0,852323.0,860623.0,868406.0,875822.0,882863.0
Finland,4545748.0,4564002.0,4576277.0,4583461.0,4588404.0,4595003.0,4605998.0,4622759.0,4644371.0,4668510.0,4691674.0,4711432.0,4726845.0,4739016.0,4750001.0,4762803.0,4779488.0,4800928.0,4826163.0,4853221.0,4879235.0,4902206.0,4921232.0,4937130.0,4951685.0,4967527.0,4986441.0,5009160.0,5034766.0,5061394.0,5086368.0,5107802.0,5125177.0,5139257.0,5151024.0,5161995.0,5173370.0,5185180.0,5197305.0,5210595.0,5226067.0,5244342.0,5265936.0,5290431.0,5316334.0,5341546.0,5364546.0,5384770.0,5402627.0,5418763.0
France,48194218.0,48754817.0,49238715.0,49655097.0,50026522.0,50387730.0,50763212.0,51161640.0,51572812.0,51980081.0,52358648.0,52691826.0,52974009.0,53214788.0,53431051.0,53646954.0,53880143.0,54135673.0,54408866.0,54695692.0,54988578.0,55281465.0,55575215.0,55870924.0,56162822.0,56443567.0,56708260.0,56956057.0,57189616.0,57412239.0,57628904.0,57844501.0,58057570.0,58270419.0,58496138.0,58751572.0,59047795.0,59390720.0,59774531.0,60183884.0,60596691.0,60996506.0,61378065.0,61744596.0,62098413.0,62444770.0,62787427.0,63125894.0,63457777.0,63782963.0
French Guiana,37711.0,39347.0,41100.0,42960.0,44870.0,46754.0,48561.0,50282.0,51945.0,53580.0,55233.0,56949.0,58740.0,60634.0,62711.0,65073.0,67799.0,70882.0,74316.0,78174.0,82548.0,87473.0,93019.0,99097.0,105392.0,111472.0,117038.0,121979.0,126405.0,130513.0,134605.0,138916.0,143449.0,148169.0,153227.0,158797.0,164983.0,171889.0,179424.0,187247.0,194882.0,201993.0,208451.0,214366.0,219931.0,225451.0,231151.0,237080.0,243172.0,249408.0
French Polynesia,89768.0,92859.0,96177.0,99708.0,103387.0,107129.0,110872.0,114591.0,118303.0,122041.0,125862.0,129803.0,133865.0,138027.0,142290.0,146651.0,151098.0,155637.0,160251.0,164893.0,169500.0,174024.0,178450.0,182788.0,187044.0,191237.0,195383.0,199464.0,203481.0,207494.0,211583.0,215798.0,220172.0,224667.0,229171.0,233532.0,237638.0,241448.0,245000.0,248357.0,251622.0,254870.0,258119.0,261345.0,264541.0,267685.0,270764.0,273777.0,276731.0,279632.0
Gabon,498162.0,501880.0,505765.0,509973.0,514963.0,521339.0,529526.0,539728.0,551811.0,565441.0,580101.0,595417.0,611293.0,627846.0,645160.0,663387.0,682641.0,702923.0,724185.0,746424.0,769635.0,793810.0,818863.0,844775.0,871675.0,899739.0,929044.0,959631.0,991289.0,1023531.0,1055707.0,1087327.0,1118215.0,1148416.0,1177936.0,1206862.0,1235274.0,1263165.0,1290532.0,1317484.0,1344171.0,1370729.0,1397192.0,1423637.0,1450310.0,1477514.0,1505463.0,1534262.0,1563873.0,1594205.0
Gambia,402436.0,409450.0,417350.0,426005.0,435647.0,446488.0,458663.0,472432.0,487790.0,504267.0,521186.0,538110.0,554910.0,571891.0,589570.0,608680.0,629786.0,652817.0,677685.0,704894.0,735056.0,768460.0,805491.0,845642.0,887224.0,927937.0,966151.0,1001252.0,1033748.0,1064522.0,1094974.0,1126183.0,1158308.0,1191155.0,1225044.0,1260283.0,1297084.0,1335674.0,1376035.0,1417818.0,1460493.0,1503678.0,1547259.0,1591357.0,1636107.0,1681734.0,1728394.0,1776103.0,1824777.0,1874360.0
Georgia,4419666.0,4477493.0,4530176.0,4578194.0,4622680.0,4665358.0,4707491.0,4749634.0,4791473.0,4832396.0,4871428.0,4907996.0,4941721.0,4973247.0,5004247.0,5036986.0,5073000.0,5111551.0,5151606.0,5193836.0,5239068.0,5287002.0,5339661.0,5394502.0,5441216.0,5466100.0,5459999.0,5418521.0,5346229.0,5254049.0,5157814.0,5069269.0,4992336.0,4924569.0,4863694.0,4805140.0,4745765.0,4685331.0,4626034.0,4569880.0,4519607.0,4477006.0,4442825.0,4415956.0,4394018.0,4373630.0,4352244.0,4329026.0,4304363.0,4278410.0
Germany,75363329.0,75963700.0,76518660.0,77026811.0,77477619.0,77860668.0,78169287.0,78398250.0,78549958.0,78635758.0,78672415.0,78673559.0,78648816.0,78600404.0,78526576.0,78422458.0,78288577.0,78124452.0,77944929.0,77784306.0,77686865.0,77684875.0,77783439.0,77974722.0,78260173.0,78637382.0,79098094.0,79651903.0,80282985.0,80926118.0,81495194.0,81929441.0,82200333.0,82326019.0,82350467.0,82341545.0,82349027.0,82384256.0,82432026.0,82484111.0,82524343.0,82540739.0,82536138.0,82516297.0,82475271.0,82405365.0,82302465.0,82162512.0,81990837.0,81804228.0
Ghana,7610752.0,7807845.0,7986643.0,8150359.0,8310713.0,8484140.0,8681818.0,8911291.0,9167822.0,9435673.0,9692196.0,9922663.0,10119038.0,10290712.0,10461377.0,10664342.0,10922708.0,11246007.0,11624726.0,12039663.0,12462279.0,12871965.0,13261929.0,13638708.0,14010951.0,14392619.0,14793415.0,15216133.0,15655847.0,16105502.0,16554855.0,16996901.0,17429209.0,17855250.0,18281113.0,18715676.0,19165490.0,19632265.0,20114361.0,20610897.0,21119911.0,21639806.0,22170556.0,22712403.0,23264176.0,23824402.0,24391823.0,24965816.0,25545939.0,26131336.0
Gibraltar,22885.0,23248.0,23582.0,23894.0,24178.0,24431.0,24654.0,24838.0,24985.0,25117.0,25262.0,25440.0,25663.0,25920.0,26182.0,26406.0,26565.0,26648.0,26667.0,26647.0,26619.0,26608.0,26620.0,26650.0,26697.0,26757.0,26830.0,26921.0,27032.0,27145.0,27233.0,27283.0,27279.0,27231.0,27188.0,27214.0,27348.0,27615.0,27989.0,28410.0,28793.0,29075.0,29237.0,29296.0,29287.0,29257.0,29244.0,29254.0,29278.0,29309.0
Greece,8509724.0,8551005.0,8596595.0,8646013.0,8697173.0,8746781.0,8793002.0,8833582.0,8870711.0,8912166.0,8968522.0,9046544.0,9149987.0,9274357.0,9408034.0,9534673.0,9642504.0,9728220.0,9795461.0,9848045.0,9892518.0,9934292.0,9972624.0,10007304.0,10045020.0,10094241.0,10160501.0,10247132.0,10351229.0,10464295.0,10574134.0,10671809.0,10754641.0,10824894.0,10884604.0,10937612.0,10986883.0,11032395.0,11073334.0,11111072.0,11147261.0,11183114.0,11219300.0,11255717.0,11291807.0,11326596.0,11359346.0,11390031.0,11418878.0,11445691.0
Greenland,37810.0,39215.0,40715.0,42273.0,43809.0,45221.0,46431.0,47420.0,48209.0,48814.0,49263.0,49586.0,49775.0,49844.0,49873.0,49969.0,50208.0,50619.0,51180.0,51842.0,52527.0,53173.0,53777.0,54348.0,54854.0,55263.0,55552.0,55705.0,55735.0,55688.0,55631.0,55617.0,55657.0,55742.0,55867.0,56022.0,56196.0,56395.0,56618.0,56844.0,57041.0,57190.0,57280.0,57316.0,57317.0,57304.0,57296.0,57296.0,57300.0,57300.0
Grenada,94050.0,94561.0,94858.0,94937.0,94846.0,94649.0,94393.0,94140.0,93896.0,93588.0,93108.0,92408.0,91386.0,90134.0,89011.0,88508.0,88936.0,90504.0,93015.0,95903.0,98359.0,99824.0,100062.0,99296.0,97978.0,96785.0,96200.0,96368.0,97113.0,98212.0,99313.0,100163.0,100707.0,101039.0,101219.0,101354.0,101522.0,101731.0,101954.0,102195.0,102455.0,102734.0,103037.0,103368.0,103723.0,104097.0,104487.0,104890.0,105303.0,105719.0
Guadeloupe,296326.0,300691.0,305052.0,309291.0,313303.0,316932.0,320063.0,322773.0,325123.0,326970.0,328124.0,328514.0,328008.0,326826.0,325673.0,325493.0,326951.0,330293.0,335282.0,341489.0,348247.0,355037.0,361790.0,368563.0,375102.0,381130.0,386465.0,390937.0,394606.0,397815.0,401061.0,404700.0,408845.0,413372.0,418110.0,422791.0,427214.0,431337.0,435222.0,438895.0,442413.0,445814.0,449103.0,452253.0,455247.0,458057.0,460666.0,463069.0,465282.0,467335.0
Guam,74044.0,75911.0,77789.0,79687.0,81598.0,83522.0,85459.0,87402.0,89350.0,91316.0,93322.0,95380.0,97496.0,99669.0,101903.0,104204.0,106572.0,109001.0,111489.0,114050.0,116705.0,119464.0,122333.0,125288.0,128260.0,131157.0,133914.0,136518.0,138981.0,141304.0,143492.0,145559.0,147481.0,149279.0,151065.0,152987.0,155147.0,157596.0,160292.0,163121.0,165918.0,168565.0,171024.0,173334.0,175538.0,177707.0,179896.0,182111.0,184334.0,186562.0
Guatemala,4636016.0,4762956.0,4892812.0,5025681.0,5162058.0,5302604.0,5447687.0,5597742.0,5752386.0,5910205.0,6069254.0,6228224.0,6386403.0,6544422.0,6703955.0,6867413.0,7036484.0,7211938.0,7393131.0,7578625.0,7766291.0,7954682.0,8143365.0,8333124.0,8525211.0,8721429.0,8923131.0,9131088.0,9345130.0,9564571.0,9788284.0,10015675.0,10246429.0,10481515.0,10723154.0,10974314.0,11237101.0,11512637.0,11800351.0,12098576.0,12404764.0,12717154.0,13034904.0,13358842.0,13690846.0,14033623.0,14388929.0,14757316.0,15137569.0,15527502.0
Guernsey,49329.0,50077.0,50782.0,51468.0,52099.0,52697.0,53287.0,53759.0,53818.0,53827.0,53792.0,53721.0,53630.0,53555.0,53485.0,53422.0,53360.0,53415.0,53846.0,54280.0,54718.0,55159.0,58440.0,59441.0,60484.0,61544.0,62623.0,61289.0,61675.0,62037.0,62367.0,62668.0,62951.0,63243.0,63527.0,63806.0,64080.0,64342.0,64587.0,64818.0,65031.0,65228.0,65409.0,65573.0,65726.0,,,,,
Guinea,3759549.0,3822583.0,3890947.0,3963201.0,4034827.0,4099723.0,4153653.0,4195876.0,4228217.0,4252351.0,4270991.0,4286863.0,4300114.0,4312321.0,4329468.0,4359115.0,4406831.0,4477191.0,4569938.0,4679999.0,4799450.0,4923603.0,5045781.0,5170120.0,5315182.0,5506436.0,5759374.0,6083795.0,6466435.0,6871525.0,7249558.0,7565235.0,7805735.0,7982155.0,8112650.0,8226138.0,8344486.0,8472339.0,8604936.0,8743954.0,8889321.0,9041448.0,9201941.0,9373619.0,9559110.0,9761217.0,9981590.0,10221808.0,10480710.0,10753680.0
Guinea-Bissau,598294.0,597695.0,596340.0,594699.0,594145.0,596459.0,602916.0,613847.0,628890.0,647703.0,669656.0,694113.0,721220.0,750655.0,780721.0,809221.0,834611.0,856143.0,874270.0,890152.0,905580.0,921889.0,939371.0,957688.0,976802.0,996520.0,1016695.0,1037431.0,1058839.0,1080767.0,1103003.0,1125392.0,1147908.0,1170619.0,1193585.0,1216902.0,1240655.0,1264855.0,1289526.0,1314795.0,1340814.0,1367695.0,1395492.0,1424191.0,1453757.0,1484120.0,1515224.0,1547061.0,1579632.0,1612913.0
Guyana,623694.0,640447.0,657885.0,675725.0,692968.0,708276.0,720738.0,729796.0,735823.0,739970.0,743915.0,748809.0,755174.0,762481.0,769570.0,774748.0,776856.0,775589.0,771521.0,765434.0,758499.0,751636.0,745015.0,738589.0,732806.0,728147.0,724931.0,723448.0,723615.0,724909.0,726552.0,727979.0,728990.0,729743.0,730458.0,731496.0,733101.0,735327.0,738011.0,740925.0,743743.0,746235.0,748321.0,750068.0,751578.0,753013.0,754493.0,756040.0,757623.0,759262.0
Haiti,4188276.0,4272760.0,4359031.0,4446944.0,4535485.0,4623315.0,4709644.0,4794158.0,4877645.0,4961817.0,5049035.0,5141143.0,5238431.0,5340812.0,5449236.0,5564724.0,5687812.0,5819084.0,5957920.0,6102119.0,6248634.0,6395193.0,6540928.0,6686182.0,6831374.0,6977397.0,7124877.0,7273530.0,7422881.0,7573160.0,7724690.0,7877569.0,8031903.0,8187204.0,8342233.0,8495358.0,8645371.0,8791931.0,8935252.0,9075399.0,9212634.0,9347262.0,9479136.0,9608453.0,9736332.0,9864241.0,9993247.0,10123787.0,10255644.0,10388424.0
Holy See,881.0,855.0,817.0,767.0,715.0,672.0,648.0,644.0,660.0,685.0,711.0,729.0,737.0,737.0,733.0,728.0,726.0,728.0,731.0,736.0,742.0,747.0,752.0,757.0,762.0,766.0,770.0,772.0,773.0,774.0,776.0,781.0,791.0,804.0,814.0,809.0,787.0,742.0,678.0,607.0,541.0,492.0,462.0,450.0,450.0,455.0,458.0,459.0,460.0,460.0
Honduras,2279568.0,2349455.0,2417101.0,2483231.0,2549206.0,2617017.0,2688208.0,2763122.0,2841609.0,2924118.0,3011047.0,3102649.0,3199231.0,3300735.0,3406539.0,3515736.0,3627640.0,3741932.0,3858691.0,3978080.0,4100422.0,4225870.0,4354245.0,4485151.0,4618245.0,4753109.0,4889311.0,5026843.0,5165380.0,5303798.0,5440691.0,5575099.0,5706605.0,5835607.0,5963008.0,6090164.0,6218151.0,6347272.0,6477525.0,6609337.0,6743128.0,6879243.0,7017769.0,7158819.0,7302742.0,7449923.0,7600524.0,7754687.0,7912032.0,8071522.0
"Hong Kong, China",3694996.0,3801680.0,3868368.0,3901531.0,3914978.0,3928817.0,3958092.0,4005661.0,4068311.0,4147503.0,4243420.0,4355208.0,4485716.0,4633225.0,4786467.0,4930176.0,5053554.0,5151920.0,5228670.0,5291060.0,5350313.0,5414630.0,5486801.0,5564427.0,5644480.0,5721987.0,5793857.0,5857068.0,5914114.0,5973754.0,6048024.0,6144316.0,6268283.0,6414109.0,6563860.0,6692636.0,6783317.0,6828869.0,6836766.0,6822233.0,6807752.0,6809859.0,6832989.0,6872780.0,6926368.0,6987976.0,7053189.0,7122187.0,7196450.0,7274125.0
Hungary,10107595.0,10140871.0,10173802.0,10207293.0,10241753.0,10277698.0,10315420.0,10354275.0,10393745.0,10434264.0,10476458.0,10520246.0,10566645.0,10614041.0,10656575.0,10686489.0,10698534.0,10690574.0,10665068.0,10627145.0,10584347.0,10542504.0,10502732.0,10464389.0,10429422.0,10399695.0,10376320.0,10360831.0,10352695.0,10348284.0,10342427.0,10331403.0,10313993.0,10291342.0,10264982.0,10237422.0,10210545.0,10184663.0,10159273.0,10134513.0,10110393.0,10086936.0,10064274.0,10042572.0,10021886.0,10002247.0,9983645.0,9966116.0,9949589.0,9933795.0
Iceland,189148.0,192000.0,194608.0,196994.0,199273.0,201606.0,204101.0,206821.0,209722.0,212673.0,215485.0,218031.0,220260.0,222238.0,224096.0,226025.0,228160.0,230543.0,233131.0,235861.0,238641.0,241398.0,244124.0,246837.0,249526.0,252179.0,254793.0,257359.0,259881.0,262386.0,264909.0,267478.0,270119.0,272836.0,275608.0,278403.0,281210.0,283992.0,286783.0,289724.0,293004.0,296743.0,301010.0,305721.0,310666.0,315543.0,320136.0,324366.0,328290.0,331996.0
