Country,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
India,486038945.0,496400381.0,507115411.0,518192403.0,529658233.0,541544619.0,553873890.0,566651479.0,579871075.0,593526633.0,607606569.0,622096682.0,636992593.0,652279308.0,667917437.0,683857312.0,700058589.0,716493309.0,733151769.0,750033539.0,767146806.0,784490842.0,802051806.0,819800055.0,837699675.0,855707358.0,873785449.0,891910180.0,910064576.0,928226051.0,946373316.0,964486155.0,982553253.0,1000558144.0,1018471141.0,1036258683.0,1053898107.0,1071374264.0,1088694080.0,1105885689.0,1122991192.0,1140042863.0,1157038539.0,1173971629.0,1190863679.0,1207740408.0,1224614327.0,1241491960.0,1258350971.0,1275137828.0
Indonesia,101538797.0,104146696.0,106839814.0,109612753.0,112461009.0,115379062.0,118361740.0,121405753.0,124507744.0,127662293.0,130863441.0,134105926.0,137382075.0,140688052.0,144026720.0,147403681.0,150820044.0,154275429.0,157758440.0,161245684.0,164706919.0,168119209.0,171472345.0,174767379.0,178006800.0,181197879.0,184345939.0,187451800.0,190512441.0,193525648.0,196488446.0,199400339.0,202257039.0,205063468.0,207839287.0,210610776.0,213395411.0,216203499.0,219026365.0,221839235.0,224606531.0,227303175.0,229918547.0,232461746.0,234951154.0,237414495.0,239870937.0,242325638.0,244769110.0,247188189.0
Iran,24408927.0,25063612.0,25743217.0,26448218.0,27173692.0,27912687.0,28662011.0,29421198.0,30197689.0,31006191.0,31866190.0,32793173.0,33788867.0,34853522.0,35998637.0,37237306.0,38576541.0,40012129.0,41533339.0,43130529.0,44790735.0,46497235.0,48257311.0,50052662.0,51810746.0,53437770.0,54870583.0,56071545.0,57067645.0,57940444.0,58808655.0,59757114.0,60815686.0,61955730.0,63133032.0,64278307.0,65342319.0,66313553.0,67212850.0,68061695.0,68893323.0,69732007.0,70582086.0,71435498.0,72289291.0,73137148.0,73973630.0,74798599.0,75611798.0,76407013.0
Iraq,8227763.0,8483109.0,8759064.0,9054873.0,9367055.0,9690613.0,10021785.0,10358219.0,10700247.0,11049889.0,11410460.0,11783644.0,12170881.0,12569201.0,12970635.0,13364514.0,13743534.0,14106693.0,14457565.0,14799456.0,15137560.0,15477228.0,15818309.0,16164205.0,16528250.0,16927393.0,17373767.0,17871623.0,18417924.0,19008018.0,19633844.0,20288226.0,20972915.0,21686777.0,22416190.0,23143629.0,23857458.0,24552000.0,25233067.0,25914982.0,26618523.0,27359461.0,28140999.0,28960581.0,29821136.0,30724614.0,31671591.0,32664942.0,33703068.0,34776205.0
Ireland,2860976.0,2874711.0,2887470.0,2900350.0,2915420.0,2935643.0,2963020.0,2997907.0,3039128.0,3085214.0,3134031.0,3183759.0,3233907.0,3284081.0,3332644.0,3377699.0,3417798.0,3452589.0,3482073.0,3505714.0,3523059.0,3534103.0,3538519.0,3537244.0,3533181.0,3530188.0,3531219.0,3537626.0,3549302.0,3565952.0,3586685.0,3610958.0,3638457.0,3669860.0,3706687.0,3750945.0,3803780.0,3865820.0,3935781.0,4010506.0,4085676.0,4158042.0,4226428.0,4291258.0,4352866.0,4412181.0,4469900.0,4525802.0,4579498.0,4631391.0
Isle of Man,49822.0,50717.0,51780.0,52999.0,54294.0,55559.0,56717.0,57717.0,58567.0,59331.0,60102.0,60945.0,61904.0,62938.0,63923.0,64684.0,65112.0,65132.0,64820.0,64407.0,64209.0,64448.0,65226.0,66450.0,67904.0,69265.0,70313.0,70963.0,71305.0,71484.0,71724.0,72183.0,72908.0,73832.0,74870.0,75892.0,76803.0,77577.0,78246.0,78840.0,79410.0,79994.0,80598.0,81203.0,81798.0,82358.0,82869.0,83327.0,83739.0,84111.0
Israel,2443420.0,2522641.0,2591671.0,2652723.0,2711274.0,2775091.0,2849534.0,2936585.0,3033863.0,3137027.0,3239653.0,3336984.0,3428067.0,3514143.0,3595324.0,3672295.0,3745797.0,3816400.0,3884594.0,3951159.0,4017024.0,4083495.0,4149457.0,4216475.0,4291626.0,4384139.0,4499949.0,4642324.0,4807603.0,4986162.0,5164345.0,5332079.0,5486774.0,5630785.0,5765115.0,5892366.0,6014953.0,6131313.0,6241593.0,6352106.0,6471236.0,6604572.0,6755143.0,6920182.0,7092324.0,7260949.0,7418400.0,7562194.0,7694670.0,7818860.0
Italy,51054762.0,51453513.0,51839323.0,52215095.0,52584254.0,52952971.0,53324772.0,53700117.0,54074032.0,54438147.0,54781374.0,55095516.0,55377233.0,55627789.0,55849349.0,56046086.0,56221171.0,56376115.0,56510204.0,56622072.0,56709575.0,56772141.0,56808914.0,56823401.0,56824700.0,56824792.0,56832330.0,56856059.0,56895154.0,56937520.0,56965197.0,56968039.0,56938342.0,56888300.0,56851522.0,56873677.0,56986329.0,57199219.0,57498867.0,57864332.0,58263782.0,58671206.0,59082100.0,59495243.0,59891479.0,60248654.0,60550848.0,60788694.0,60964145.0,61087395.0
Jamaica,1734820.0,1760400.0,1783255.0,1804079.0,1824153.0,1845371.0,1869031.0,1895729.0,1924871.0,1955153.0,1984678.0,2012156.0,2036770.0,2059107.0,2080943.0,2104823.0,2132390.0,2164601.0,2200377.0,2236865.0,2270069.0,2297232.0,2317284.0,2331427.0,2341957.0,2352279.0,2364909.0,2380447.0,2398249.0,2418080.0,2439337.0,2461516.0,2484672.0,2508867.0,2533550.0,2558003.0,2581648.0,2604321.0,2625968.0,2646269.0,2664897.0,2681653.0,2696334.0,2709042.0,2720282.0,2730774.0,2741052.0,2751273.0,2761331.0,2771179.0
Japan,96253698.0,97342773.0,98495891.0,99712724.0,100990902.0,102326089.0,103710287.0,105145914.0,106619818.0,108089192.0,109498615.0,110808090.0,111996339.0,113071149.0,114057650.0,114996088.0,115914688.0,116823958.0,117711145.0,118554190.0,119320901.0,119990547.0,120553260.0,121023579.0,121434677.0,121832924.0,122251184.0,122703017.0,123177552.0,123653405.0,124097649.0,124486744.0,124814986.0,125091571.0,125325617.0,125531619.0,125720310.0,125893623.0,126048366.0,126184149.0,126299414.0,126392944.0,126464789.0,126515486.0,126544640.0,126551705.0,126535920.0,126497241.0,126434653.0,126345235.0
Jersey,65613.0,66312.0,66944.0,67547.0,68070.0,68545.0,69002.0,69488.0,70268.0,70989.0,71660.0,72289.0,72900.0,73535.0,74186.0,74852.0,75531.0,76245.0,77068.0,77899.0,78740.0,79589.0,80448.0,81279.0,82083.0,82860.0,83609.0,84233.0,84768.0,85245.0,85719.0,86297.0,86861.0,87411.0,87939.0,88440.0,88915.0,89361.0,89775.0,90156.0,90502.0,90812.0,91084.0,91321.0,91533.0,,,,,
Jordan,1059627.0,1129219.0,1220890.0,1330877.0,1449985.0,1565143.0,1666920.0,1752689.0,1825322.0,1887681.0,1944733.0,2000538.0,2055198.0,2108538.0,2164159.0,2226485.0,2298691.0,2383227.0,2479683.0,2584859.0,2693837.0,2803422.0,2910375.0,3016540.0,3129651.0,3260496.0,3415567.0,3599359.0,3806045.0,4019284.0,4216536.0,4382005.0,4510082.0,4606717.0,4682018.0,4751501.0,4827096.0,4910056.0,4998372.0,5096790.0,5210369.0,5342002.0,5495117.0,5667443.0,5848952.0,6025592.0,6187227.0,6330169.0,6457260.0,6572903.0
Kazakhstan,11577537.0,11909001.0,12200891.0,12455366.0,12682452.0,12897025.0,13109992.0,13325342.0,13540301.0,13751019.0,13950987.0,14136006.0,14304947.0,14461277.0,14610810.0,14761508.0,14918991.0,15082186.0,15248460.0,15419454.0,15596921.0,15780002.0,15972358.0,16167918.0,16344294.0,16471823.0,16530000.0,16513480.0,16430903.0,16293800.0,16120117.0,15925853.0,15712544.0,15484686.0,15265189.0,15082372.0,14956694.0,14897666.0,14901669.0,14959072.0,15053492.0,15171805.0,15312333.0,15476093.0,15655345.0,15841096.0,16026367.0,16206750.0,16381297.0,16550975.0
Kenya,9200107.0,9504635.0,9822419.0,10154382.0,10502123.0,10867576.0,11252318.0,11657321.0,12082989.0,12529622.0,12997274.0,13486116.0,13995982.0,14527391.0,15081923.0,15661593.0,16267558.0,16899958.0,17557466.0,18237830.0,18937969.0,19655192.0,20387701.0,21134404.0,21894026.0,22665447.0,23447177.0,24240108.0,25042330.0,25846436.0,26642887.0,27425720.0,28191597.0,28944780.0,29696410.0,30462154.0,31253701.0,32076186.0,32927864.0,33805301.0,34702176.0,35614576.0,36540948.0,37485246.0,38455418.0,39462188.0,40512682.0,41609728.0,42749418.0,43923719.0
Kiribati,36801.0,37895.0,39071.0,40314.0,41574.0,42782.0,43891.0,44881.0,45777.0,46629.0,47515.0,48491.0,49573.0,50750.0,52015.0,53350.0,54742.0,56180.0,57668.0,59223.0,60871.0,62620.0,64491.0,66457.0,68416.0,70239.0,71835.0,73163.0,74263.0,75227.0,76188.0,77248.0,78431.0,79713.0,81085.0,82524.0,84010.0,85550.0,87147.0,88776.0,90398.0,91988.0,93534.0,95043.0,96532.0,98027.0,99546.0,101093.0,102660.0,104251.0
"Korea, Dem. Rep.",12011509.0,12323345.0,12671954.0,13048499.0,13444411.0,13847248.0,14246772.0,14642731.0,15034521.0,15411302.0,15759909.0,16072089.0,16341363.0,16572788.0,16784068.0,17000252.0,17239340.0,17508435.0,17802273.0,18111491.0,18421195.0,18720888.0,19006458.0,19282372.0,19556657.0,19841107.0,20143212.0,20466180.0,20804249.0,21145052.0,21471407.0,21770898.0,22038893.0,22278723.0,22495715.0,22698674.0,22894095.0,23083419.0,23264576.0,23436550.0,23597383.0,23745941.0,23882465.0,24008606.0,24126329.0,24238179.0,24346229.0,24451285.0,24553672.0,24654358.0
"Korea, Rep.",27772698.0,28395140.0,29009251.0,29610399.0,30208614.0,30816726.0,31443029.0,32094421.0,32766592.0,33442949.0,34099932.0,34721507.0,35299344.0,35840876.0,36364813.0,36898192.0,37459530.0,38054603.0,38674216.0,39303579.0,39920981.0,40509932.0,41066824.0,41594331.0,42089874.0,42552039.0,42980365.0,43372546.0,43729283.0,44057249.0,44365820.0,44662143.0,44949627.0,45227776.0,45495222.0,45749004.0,45987624.0,46210554.0,46420867.0,46624837.0,46830699.0,47044126.0,47267733.0,47499360.0,47733951.0,47963923.0,48183584.0,48391343.0,48588326.0,48774767.0
Kosovo,1386360.0,1399651.0,1413084.0,1424735.0,1436878.0,1448642.0,1459678.0,1472076.0,1485874.0,1498456.0,1512430.0,1526753.0,1539760.0,1552556.0,1564448.0,1575960.0,1600570.0,1603831.0,1614480.0,1624276.0,1625905.0,1635482.0,1644596.0,1649862.0,1656892.0,1664158.0,1670808.0,2092679.0,2227264.0,2365038.0,2484175.0,2567417.0,2617993.0,2647850.0,2654379.0,2639714.0,2614315.0,2571012.0,2511039.0,2468091.0,2433907.0,2422257.0,2419235.0,2421609.0,2423704.0,,,,,
Kuwait,433288.0,484205.0,535698.0,588171.0,641694.0,696610.0,753142.0,811187.0,870446.0,930744.0,991885.0,1053753.0,1116083.0,1178930.0,1242872.0,1308718.0,1376963.0,1445699.0,1514013.0,1584310.0,1659961.0,1742083.0,1835819.0,1937316.0,2028166.0,2083550.0,2087687.0,2031004.0,1924077.0,1795976.0,1687552.0,1627911.0,1628120.0,1678812.0,1763693.0,1857217.0,1940786.0,2009588.0,2069816.0,2126786.0,2189485.0,2264014.0,2351441.0,2447818.0,2548351.0,2646286.0,2736732.0,2818042.0,2891553.0,2959015.0
Kyrgyzstan,2490244.0,2573494.0,2655349.0,2735838.0,2814423.0,2890720.0,2964499.0,3035474.0,3103694.0,3169771.0,3234611.0,3299001.0,3362961.0,3426646.0,3491143.0,3557793.0,3627499.0,3700312.0,3775764.0,3853514.0,3933002.0,4013498.0,4095873.0,4179484.0,4260325.0,4333114.0,4394502.0,4441582.0,4476402.0,4506563.0,4542747.0,4592135.0,4658815.0,4739263.0,4823870.0,4898865.0,4954850.0,4987944.0,5002691.0,5008348.0,5018366.0,5042381.0,5083724.0,5139213.0,5204104.0,5270894.0,5334223.0,5392580.0,5448085.0,5503253.0
Laos,2336091.0,2391060.0,2447006.0,2503880.0,2562718.0,2624932.0,2691207.0,2762977.0,2839169.0,2914999.0,2983956.0,3041847.0,3086518.0,3120663.0,3150906.0,3186599.0,3234555.0,3296978.0,3372093.0,3457860.0,3550669.0,3647754.0,3748525.0,3853600.0,3962714.0,4075767.0,4192414.0,4312348.0,4434570.0,4557216.0,4677981.0,4795112.0,4907960.0,5016576.0,5120845.0,5220920.0,5317060.0,5408912.0,5496700.0,5582028.0,5667055.0,5753341.0,5841572.0,5931385.0,6022001.0,6112143.0,6200894.0,6288037.0,6373934.0,6458911.0
Latvia,2236535.0,2261016.0,2284026.0,2305578.0,2326027.0,2345942.0,2365705.0,2385524.0,2405177.0,2424107.0,2441537.0,2456971.0,2470206.0,2481606.0,2491929.0,2502245.0,2513349.0,2524804.0,2536323.0,2548940.0,2563992.0,2582011.0,2604319.0,2629552.0,2652332.0,2665405.0,2663905.0,2645539.0,2612722.0,2571110.0,2528893.0,2492095.0,2462617.0,2438994.0,2419819.0,2402452.0,2384972.0,2367302.0,2350340.0,2334225.0,2319229.0,2305528.0,2293080.0,2281693.0,2271198.0,2261380.0,2252060.0,2243142.0,2234572.0,2226260.0
Lebanon,2147273.0,2203902.0,2256917.0,2306528.0,2355380.0,2407221.0,2464286.0,2528423.0,2597588.0,2665458.0,2723330.0,2765289.0,2788641.0,2796136.0,2794001.0,2791308.0,2794638.0,2807342.0,2827767.0,2851609.0,2872204.0,2885481.0,2888455.0,2884778.0,2884840.0,2902893.0,2948372.0,3026061.0,3130785.0,3249799.0,3364891.0,3462974.0,3539137.0,3597350.0,3644171.0,3690033.0,3742329.0,3802903.0,3868504.0,3935421.0,3998042.0,4052420.0,4097457.0,4134872.0,4166915.0,4196990.0,4227597.0,4259405.0,4291719.0,4324060.0
Lesotho,915820.0,933664.0,952235.0,971576.0,991576.0,1012087.0,1033044.0,1054333.0,1076100.0,1098849.0,1123261.0,1149797.0,1178551.0,1209290.0,1241725.0,1275421.0,1309981.0,1345398.0,1381537.0,1417720.0,1453098.0,1487079.0,1519369.0,1550144.0,1579900.0,1609386.0,1639177.0,1669190.0,1699284.0,1729896.0,1761558.0,1794531.0,1829222.0,1865218.0,1900962.0,1934337.0,1963878.0,1988983.0,2010261.0,2028976.0,2047006.0,2065752.0,2085561.0,2106128.0,2127412.0,2149201.0,2171318.0,2193843.0,2216850.0,2240126.0
Liberia,1230038.0,1261555.0,1294368.0,1328506.0,1364046.0,1401077.0,1439677.0,1479831.0,1521565.0,1565044.0,1610474.0,1657971.0,1706539.0,1755815.0,1807164.0,1862497.0,1922536.0,1988931.0,2059483.0,2126455.0,2179471.0,2211509.0,2221350.0,2212690.0,2189831.0,2159264.0,2127098.0,2091355.0,2054179.0,2030591.0,2039922.0,2094591.0,2203809.0,2360511.0,2540835.0,2710963.0,2847290.0,2939296.0,2996082.0,3037412.0,3092721.0,3182539.0,3313718.0,3477197.0,3658460.0,3835929.0,3994122.0,4128572.0,4244684.0,4348740.0
Libya,1561744.0,1622996.0,1688870.0,1759132.0,1833611.0,1911968.0,1994000.0,2079897.0,2169965.0,2264278.0,2362900.0,2466000.0,2572300.0,2681887.0,2797780.0,2924086.0,3063000.0,3216430.0,3381390.0,3549220.0,3708142.0,3849801.0,3970886.0,4074021.0,4164147.0,4249018.0,4334459.0,4421885.0,4509970.0,4598629.0,4687106.0,4775009.0,4862665.0,4951076.0,5041233.0,5134324.0,5231189.0,5331311.0,5434293.0,5541062.0,5652797.0,5769709.0,5893738.0,6023053.0,6149620.0,6262667.0,6355112.0,6422772.0,6469497.0,6506095.0
Liechtenstein,18235.0,18717.0,19236.0,19782.0,20335.0,20867.0,21358.0,21799.0,22196.0,22563.0,22922.0,23288.0,23665.0,24048.0,24436.0,24825.0,25213.0,25600.0,25990.0,26377.0,26761.0,27140.0,27511.0,27878.0,28243.0,28611.0,28986.0,29370.0,29760.0,30154.0,30549.0,30941.0,31328.0,31710.0,32090.0,32470.0,32853.0,33239.0,33626.0,34006.0,34365.0,34696.0,34995.0,35266.0,35521.0,35772.0,36032.0,36304.0,36584.0,36871.0
Lithuania,2927610.0,2966462.0,3003168.0,3037887.0,3071192.0,3104044.0,3137113.0,3170575.0,3204064.0,3237070.0,3268867.0,3298964.0,3327193.0,3353830.0,3379395.0,3404630.0,3430089.0,3455403.0,3480356.0,3505769.0,3532724.0,3561668.0,3593334.0,3626602.0,3657818.0,3682059.0,3695890.0,3698095.0,3689943.0,3673606.0,3652438.0,3629104.0,3604044.0,3577128.0,3549816.0,3523732.0,3500028.0,3479622.0,3462402.0,3447170.0,3432060.0,3415748.0,3397895.0,3379043.0,3359799.0,3341097.0,3323611.0,3307481.0,3292454.0,3278337.0
Luxembourg,328603.0,331505.0,333465.0,334657.0,335573.0,336922.0,339184.0,342560.0,346805.0,351409.0,355635.0,358956.0,361239.0,362669.0,363435.0,363846.0,364158.0,364405.0,364589.0,364897.0,365550.0,366716.0,368467.0,370806.0,373733.0,377218.0,381225.0,385755.0,390778.0,396179.0,401804.0,407522.0,413377.0,419355.0,425216.0,430650.0,435491.0,439509.0,442882.0,446340.0,450888.0,457197.0,465586.0,475714.0,486781.0,497637.0,507448.0,515941.0,523362.0,530018.0
"Macao, China",197519.0,206906.0,216869.0,227256.0,237127.0,245308.0,250995.0,253879.0,254280.0,252843.0,250548.0,248211.0,245913.0,243725.0,242455.0,243067.0,246230.0,252251.0,260913.0,271665.0,283662.0,296210.0,309212.0,322637.0,335931.0,348443.0,359709.0,369493.0,377886.0,385193.0,391906.0,398426.0,404808.0,411050.0,417435.0,424292.0,431867.0,440265.0,449472.0,459456.0,470127.0,481390.0,493267.0,505709.0,518463.0,531195.0,543656.0,555731.0,567441.0,578844.0
"Macedonia, FYR",1462410.0,1481397.0,1498995.0,1515804.0,1532371.0,1549553.0,1567968.0,1587484.0,1607799.0,1629127.0,1651721.0,1675598.0,1701231.0,1728165.0,1754389.0,1777205.0,1794830.0,1806228.0,1812327.0,1815719.0,1820117.0,1828148.0,1840767.0,1857034.0,1875387.0,1893409.0,1909353.0,1922774.0,1934265.0,1944343.0,1953874.0,1963484.0,1973283.0,1982994.0,1992404.0,2001178.0,2009091.0,2016075.0,2022255.0,2027819.0,2033039.0,2038109.0,2043091.0,2047922.0,2052524.0,2056769.0,2060563.0,2063893.0,2066785.0,2069219.0
Madagascar,5623161.0,5764278.0,5909996.0,6060590.0,6216739.0,6379309.0,6548922.0,6725666.0,6909376.0,7100076.0,7297711.0,7502097.0,7713983.0,7933128.0,8157215.0,8383124.0,8608964.0,8833875.0,9059559.0,9289882.0,9530197.0,9784559.0,10054543.0,10339739.0,10639804.0,10953663.0,11280625.0,11620718.0,11974724.0,12343496.0,12728117.0,13129227.0,13547271.0,13981666.0,14430739.0,14892172.0,15364272.0,15846412.0,16338968.0,16842482.0,17357913.0,17885967.0,18426870.0,18980391.0,19546282.0,20124150.0,20713819.0,21315135.0,21928518.0,22555046.0
Malawi,3877813.0,3974682.0,4074649.0,4178378.0,4287627.0,4404709.0,4531280.0,4667889.0,4814073.0,4969175.0,5132087.0,5301861.0,5481074.0,5670199.0,5863933.0,6055046.0,6239898.0,6409111.0,6567327.0,6741249.0,6967388.0,7268257.0,7661008.0,8128340.0,8616602.0,9051225.0,9380892.0,9583696.0,9681728.0,9721620.0,9772164.0,9883350.0,10070605.0,10319125.0,10612353.0,10922265.0,11228756.0,11529337.0,11833102.0,12144945.0,12472794.0,12822587.0,13195329.0,13589404.0,14005113.0,14442290.0,14900841.0,15380888.0,15882815.0,16406945.0
Malaysia,9286976.0,9569499.0,9844029.0,10112042.0,10376210.0,10640883.0,10909353.0,11182967.0,11461117.0,11742976.0,12027040.0,12312736.0,12600292.0,12891897.0,13191366.0,13503629.0,13832586.0,14178739.0,14542156.0,14925545.0,15331937.0,15762856.0,16220169.0,16701745.0,17200067.0,17704839.0,18208562.0,18707774.0,19204087.0,19701263.0,20205446.0,20720810.0,21247102.0,21781499.0,22322448.0,22867698.0,23414909.0,23964621.0,24515323.0,25060184.0,25590453.0,26100241.0,26586287.0,27051142.0,27502008.0,27949395.0,28401017.0,28859154.0,29321798.0,29787203.0
Maldives,100370.0,102909.0,105325.0,107659.0,110056.0,112714.0,115772.0,119308.0,123266.0,127491.0,131752.0,135895.0,139851.0,143701.0,147623.0,151872.0,156626.0,161931.0,167708.0,173861.0,180238.0,186720.0,193275.0,199898.0,206522.0,213067.0,219474.0,225709.0,231756.0,237606.0,243256.0,248712.0,253960.0,259002.0,263867.0,268600.0,273236.0,277791.0,282266.0,286665.0,290988.0,295240.0,299419.0,303539.0,307632.0,311739.0,315885.0,320081.0,324313.0,328551.0
Mali,5522231.0,5597238.0,5675700.0,5757783.0,5844286.0,5936162.0,6034022.0,6138428.0,6249101.0,6364760.0,6483570.0,6604259.0,6725776.0,6848536.0,6974443.0,7106248.0,7245598.0,7394730.0,7552338.0,7712392.0,7866571.0,8009705.0,8139016.0,8258615.0,8378673.0,8513337.0,8672868.0,8861362.0,9076261.0,9313042.0,9564231.0,9824510.0,10092753.0,10371338.0,10662517.0,10969725.0,11295324.0,11639798.0,12001887.0,12380104.0,12772264.0,13176642.0,13592796.0,14020786.0,14459990.0,14909813.0,15369809.0,15839538.0,16318897.0,16808242.0
Malta,307119.0,305851.0,304939.0,304369.0,304047.0,303822.0,303607.0,303338.0,303123.0,303243.0,304083.0,305898.0,308788.0,312621.0,317130.0,321925.0,326709.0,331406.0,336046.0,340572.0,344944.0,349135.0,353069.0,356736.0,360256.0,363812.0,367524.0,371455.0,375533.0,379574.0,383314.0,386576.0,389277.0,391499.0,393429.0,395339.0,397420.0,399746.0,402244.0,404787.0,407183.0,409295.0,411084.0,412608.0,413946.0,415220.0,416515.0,417855.0,419212.0,420557.0
Marshall Islands,16700.0,17282.0,17839.0,18387.0,18965.0,19622.0,20397.0,21309.0,22340.0,23439.0,24534.0,25578.0,26547.0,27467.0,28396.0,29414.0,30578.0,31891.0,33330.0,34890.0,36562.0,38327.0,40196.0,42140.0,44054.0,45802.0,47288.0,48469.0,49369.0,50040.0,50565.0,51008.0,51389.0,51697.0,51930.0,52080.0,52145.0,52131.0,52066.0,51992.0,51968.0,52037.0,52210.0,52487.0,52880.0,53396.0,54038.0,54816.0,55717.0,56687.0
Martinique,306700.0,311488.0,315566.0,318932.0,321649.0,323829.0,325561.0,326918.0,327918.0,328542.0,328748.0,328542.0,327897.0,326945.0,326056.0,325713.0,326254.0,327810.0,330273.0,333448.0,337024.0,340749.0,344615.0,348630.0,352584.0,356223.0,359377.0,361915.0,363904.0,365618.0,367459.0,369709.0,372461.0,375604.0,378962.0,382276.0,385349.0,388133.0,390681.0,393022.0,395211.0,397292.0,399262.0,401101.0,402804.0,404376.0,405814.0,407121.0,408302.0,409366.0
Mauritania,956369.0,983773.0,1011900.0,1040792.0,1070585.0,1101457.0,1133539.0,1166883.0,1201462.0,1237242.0,1274150.0,1312132.0,1351167.0,1391261.0,1432406.0,1474597.0,1517817.0,1562144.0,1607553.0,1653818.0,1700638.0,1747839.0,1795343.0,1843352.0,1892328.0,1942900.0,1995548.0,2050456.0,2107590.0,2166948.0,2228453.0,2292053.0,2357678.0,2425374.0,2495316.0,2567741.0,2642743.0,2720367.0,2800333.0,2882003.0,2964526.0,3047249.0,3129959.0,3212672.0,3295254.0,3377630.0,3459773.0,3541540.0,3622961.0,3704414.0
Mauritius,735508.0,753065.0,769472.0,784833.0,799329.0,813258.0,826862.0,840108.0,852981.0,865777.0,878870.0,892492.0,906825.0,921718.0,936660.0,950931.0,964023.0,975852.0,986620.0,996476.0,1005669.0,1014450.0,1022704.0,1030542.0,1038704.0,1048161.0,1059548.0,1073250.0,1088939.0,1105659.0,1122040.0,1137098.0,1150448.0,1162388.0,1173451.0,1184470.0,1196027.0,1208279.0,1220935.0,1233594.0,1245669.0,1256742.0,1266684.0,1275650.0,1283849.0,1291609.0,1299172.0,1306593.0,1313803.0,1320785.0
Mayotte,29175.0,30455.0,31684.0,32881.0,34087.0,35364.0,36755.0,38290.0,39955.0,41712.0,43495.0,45268.0,47016.0,48777.0,50630.0,52684.0,55016.0,57665.0,60618.0,63844.0,67287.0,70912.0,74685.0,78630.0,82829.0,87402.0,92413.0,97901.0,103795.0,109918.0,116028.0,121949.0,127624.0,133089.0,138384.0,143585.0,148753.0,153887.0,158983.0,164101.0,169315.0,174681.0,180217.0,185922.0,191805.0,197870.0,204114.0,210552.0,217172.0,223907.0
Mexico,43574687.0,44898430.0,46229966.0,47572205.0,48943844.0,50370262.0,51868335.0,53441943.0,55081201.0,56771626.0,58492118.0,60224601.0,61969362.0,63723359.0,65461471.0,67152555.0,68776411.0,70318386.0,71788766.0,73223336.0,74673296.0,76175154.0,77741110.0,79358780.0,81010093.0,82666457.0,84306602.0,85923799.0,87523328.0,89109703.0,90691331.0,92272749.0,93858373.0,95441345.0,97001933.0,98513690.0,99959594.0,101329543.0,102634153.0,103902569.0,105175967.0,106483757.0,107835259.0,109220753.0,110627158.0,112033369.0,113423047.0,114793341.0,116146768.0,117478371.0
"Micronesia, Fed. Sts.",50481.0,52236.0,54199.0,56322.0,58403.0,60166.0,61431.0,62105.0,62297.0,62288.0,62474.0,63143.0,64383.0,66106.0,68217.0,70546.0,72962.0,75456.0,78048.0,80667.0,83232.0,85682.0,87950.0,90037.0,92040.0,94105.0,96319.0,98749.0,101314.0,103780.0,105825.0,107233.0,107904.0,107947.0,107605.0,107237.0,107103.0,107290.0,107728.0,108325.0,108926.0,109419.0,109789.0,110092.0,110367.0,110676.0,111064.0,111542.0,112098.0,112726.0
Moldova,3275331.0,3335497.0,3391966.0,3444753.0,3495063.0,3544593.0,3594501.0,3645524.0,3697183.0,3747974.0,3795721.0,3838998.0,3877052.0,3910760.0,3942280.0,3974656.0,4009998.0,4048772.0,4090009.0,4132576.0,4174737.0,4214996.0,4252952.0,4288276.0,4319579.0,4345236.0,4363950.0,4375242.0,4378913.0,4374366.0,4361061.0,4338750.0,4307683.0,4268370.0,4221290.0,4167099.0,4106736.0,4040204.0,3968812.0,3896409.0,3827906.0,3766876.0,3714961.0,3671540.0,3635059.0,3602853.0,3572885.0,3544864.0,3519266.0,3495657.0
Monaco,22643.0,22749.0,22886.0,23046.0,23234.0,23448.0,23689.0,23968.0,24282.0,24605.0,24902.0,25153.0,25341.0,25482.0,25617.0,25802.0,26078.0,26459.0,26930.0,27459.0,28004.0,28533.0,29036.0,29521.0,29990.0,30447.0,30896.0,31330.0,31745.0,32154.0,32574.0,33014.0,33485.0,33974.0,34444.0,34840.0,35126.0,35288.0,35341.0,35323.0,35282.0,35260.0,35267.0,35295.0,35336.0,35377.0,35407.0,35427.0,35444.0,35456.0
Mongolia,1076571.0,1109312.0,1142272.0,1175616.0,1209647.0,1244846.0,1281535.0,1319817.0,1359478.0,1400150.0,1441311.0,1482599.0,1523908.0,1565380.0,1607212.0,1649710.0,1693122.0,1736994.0,1781213.0,1826717.0,1874774.0,1926002.0,1981170.0,2039204.0,2096653.0,2148850.0,2192553.0,2226469.0,2251861.0,2271236.0,2288370.0,2306131.0,2325369.0,2345618.0,2366895.0,2388862.0,2411369.0,2434515.0,2458853.0,2485177.0,2514462.0,2547339.0,2584143.0,2624509.0,2667474.0,2711659.0,2756001.0,2800114.0,2844081.0,2887863.0
